accuracy,activity_confidence,average_dip,average_rake,catalog_id,catalog_name,dip_dir,downthrown_side_dir,downthrown_side_id,epistemic_quality,exposure_quality,fs_name,last_movement,lower_seis_depth,name,net_slip_rate,notes,reference,shortening_rate,slip_type,strike_slip_rate,upper_seis_depth,vert_sep_rate
,,"(28,,)","(90.0,,)",UCF_205,UCERF3,N,,,,,,,"(12.8999996185302,,)",Richfield,"(0.19,0.0,1.18)",,,,Reverse,,"(2.5,,)",
,,"(90,,)","(90.0,,)",UCF_206,UCERF3,,,,,,,,"(13.3000001907348,,)",Yorba Linda,"(0.12,0.0,0.45)",,,,Reverse,,"(0.0,,)",
,,"(90,,)","(0.0,,)",UCF_207,UCERF3,,,,,,,,"(15.1999998092651,,)",Lake Isabella (Seismicity),"(0.26,0.0,0.95)",,,,Sinistral,,"(0.0,,)",
,,"(80,,)","(180.0,,)",UCF_208,UCERF3,E,,,,,,,"(7.5,,)",Hosgri (Extension),"(0.4,0.0,1.04)",,,,Dextral,,"(0.0,,)",
,,"(68,,)","(0.0,,)",UCF_209,UCERF3,NW,,,,,,,"(12.8999996185302,,)",Scodie Lineament,"(0.16,0.01,1.55)",,,,Sinistral,,"(7.0,,)",
,,"(50,,)","(-90.0,,)",UCF_210,UCERF3,,,,,,,,"(13.8000001907348,,)",Sierra Nevada  (No Extension),"(0.38,0.26,0.82)",,,,Normal,,"(0.0,,)",
,,"(31,,)","(90.0,,)",UCF_211,UCERF3,NE,,,,,,,"(14.8999996185302,,)",Northridge Hills,"(0.95,0.23,1.39)",,,,Reverse,,"(0.0,,)",
,,"(13,,)","(90.0,,)",UCF_212,UCERF3,N,,,,,,,"(8.80000019073486,,)",Pitas Point (Lower West),"(1.22,0.09,2.58)",,,,Reverse,,"(1.5,,)",
,,"(21,,)","(90.0,,)",UCF_214,UCERF3,N,,,,,,,"(12.5,,)",Channel Islands Western Deep Ramp,"(0.41,0.0,1.94)",,,,Reverse,,"(4.80000019073486,,)",
,,"(16,,)","(90.0,,)",UCF_215,UCERF3,,,,,,,,"(12.6999998092651,,)",Pitas Point (Lower)-Montalvo,"(1.1,0.07,2.66)",,,,Reverse,,"(0.400000005960464,,)",
,,"(26,,)","(90.0,,)",UCF_216,UCERF3,N,,,,,,,"(4.5,,)",North Channel,"(0.82,0.19,1.64)",,,,Reverse,,"(1.10000002384185,,)",
,,"(42,,)","(90.0,,)",UCF_217,UCERF3,N,,,,,,,"(10.0,,)",Pitas Point (Upper),"(0.79,0.17,1.65)",,,,Sinistral-Reverse,,"(1.39999997615814,,)",
,,"(32,,)","(90.0,,)",UCF_218,UCERF3,S,,,,,,,"(7.90000009536743,,)",Oak Ridge (Offshore),"(1.71,0.63,2.83)",,,,Reverse,,"(0.0,,)",
,,"(45,,)","(60.0,,)",UCF_219,UCERF3,N,,,,,,,"(15.5,,)",Anacapa-Dume alt 1,"(0.5,0.33,2.56)",,,,Reverse-Sinistral,,"(0.0,,)",
,,"(75,,)","(30.0,,)",UCF_220,UCERF3,N,,,,,,,"(7.80000019073486,,)",Malibu Coast alt 1,"(0.82,0.25,2.12)",,,,Sinistral-Reverse,,"(0.0,,)",
,,"(74,,)","(30.0,,)",UCF_221,UCERF3,N,,,,,,,"(7.80000019073486,,)",Malibu Coast (Extension) alt 1,"(0.44,0.25,0.84)",,,,Sinistral-Reverse,,"(0.0,,)",
,,"(41,,)","(60.0,,)",UCF_222,UCERF3,N,,,,,,,"(11.3999996185302,,)",Anacapa-Dume alt 2,"(0.65,0.33,2.67)",,,,Reverse-Sinistral,,"(1.20000004768371,,)",
,,"(74,,)","(nan,,)",UCF_223,UCERF3,N,,,,,,,"(16.6000003814697,,)",Malibu Coast alt 2,"(0.76,0.25,2.25)",,,,,,"(0.0,,)",
,,"(74,,)","(30.0,,)",UCF_224,UCERF3,N,,,,,,,"(16.6000003814697,,)",Malibu Coast (Extension) alt 2,"(0.54,0.25,1.23)",,,,Sinistral-Reverse,,"(0.0,,)",
,,"(50,,)","(nan,,)",UCF_225,UCERF3,N,,,,,,,"(11.6000003814697,,)",Santa Monica alt 2,"(0.79,0.38,1.66)",,,,,,"(0.0,,)",
,,"(75,,)","(30.0,,)",UCF_226,UCERF3,N,,,,,,,"(17.8999996185302,,)",Santa Monica alt 1,"(1.08,0.5,2.13)",,,,Sinistral-Reverse,,"(0.0,,)",
,,"(55,,)","(90.0,,)",UCF_227,UCERF3,N,,,,,,,"(16.2999992370605,,)",Santa Susana alt 1,"(2.65,0.05,5.18)",,,,Reverse,,"(0.0,,)",
,,"(58,,)","(90.0,,)",UCF_228,UCERF3,S,,,,,,,"(18.6000003814697,,)",Holser alt 1,"(0.53,0.28,0.98)",,,,Reverse,,"(0.0,,)",
,,"(58,,)","(nan,,)",UCF_229,UCERF3,S,,,,,,,"(18.5,,)",Holser alt 2,"(0.55,0.24,1.14)",,,,,,"(0.0,,)",
,,"(73,,)","(90.0,,)",UCF_230,UCERF3,S,,,,,,,"(18.7999992370605,,)",Del Valle,"(0.97,0.3,4.79)",,,,Reverse,,"(0.0,,)",
,,"(53,,)","(90.0,,)",UCF_231,UCERF3,N,,,,,,,"(10.6000003814697,,)",Santa Susana alt 2,"(3.23,1.01,5.44)",,,,Reverse,,"(0.0,,)",
,,"(90,,)","(90.0,,)",UCF_232,UCERF3,,,,,,,,"(13.3000001907348,,)",Redondo Canyon alt 1,"(0.43,0.0,0.81)",,,,Reverse,,"(0.0,,)",
,,"(80,,)","(0.0,,)",UCF_233,UCERF3,S,,,,,,,"(12.8999996185302,,)",Redondo Canyon alt 2,"(0.27,0.01,0.43)",,,,Reverse,,"(0.5,,)",
,,"(90,,)","(nan,,)",UCF_234,UCERF3,,,,,,,,"(15.1000003814697,,)",Newport-Inglewood alt 2,"(0.96,0.46,1.79)",,,,,,"(0.0,,)",
,,"(88,,)","(180.0,,)",UCF_235,UCERF3,NE,,,,,,,"(15.0,,)",Newport-Inglewood alt 1,"(1.22,0.76,1.81)",,,,Dextral,,"(0.0,,)",
,,"(70,,)","(nan,,)",UCF_236,UCERF3,NE,,,,,,,"(12.3999996185302,,)",Whittier alt 1,"(1.63,0.87,2.39)",,,,Dextral,,"(0.0,,)",
,,"(75,,)","(nan,,)",UCF_237,UCERF3,NE,,,,,,,"(14.1000003814697,,)",Whittier alt 2,"(1.72,0.82,2.4)",,,,Dextral-Reverse,,"(0.0,,)",
,,"(50,,)","(150.0,,)",UCF_238,UCERF3,W,,,,,,,"(9.0,,)",Chino alt 1,"(0.92,0.37,3.11)",,,,Dextral-Reverse,,"(0.0,,)",
,,"(65,,)","(150.0,,)",UCF_239,UCERF3,W,,,,,,,"(13.3999996185302,,)",Chino alt 2,"(0.79,0.19,2.95)",,,,Dextral-Reverse,,"(0.0,,)",
,,"(25,,)","(90.0,,)",UCF_240,UCERF3,N,,,,,,,"(13.0,,)",Puente Hills,"(0.85,0.43,1.17)",,,,Reverse,,"(5.0,,)",
,,"(27,,)","(90.0,,)",UCF_241,UCERF3,NE,,,,,,,"(15.0,,)",Puente Hills (LA),"(0.62,0.01,0.92)",,,,Reverse,,"(2.09999990463256,,)",
,,"(29,,)","(90.0,,)",UCF_242,UCERF3,NE,,,,,,,"(15.0,,)",Puente Hills (Santa Fe Springs),"(0.8,0.25,1.16)",,,,Reverse,,"(2.79999995231628,,)",
,,"(26,,)","(90.0,,)",UCF_243,UCERF3,NE,,,,,,,"(14.6000003814697,,)",Puente Hills (Coyote Hills),"(0.79,0.09,1.24)",,,,Reverse,,"(2.79999995231628,,)",
,,"(90,,)","(-150.0,,)",UCF_244,UCERF3,,,,,,,,"(13.0,,)",Panamint Valley,"(2.75,1.68,3.92)",,,,Dextral,,"(0.0,,)",
,,"(60,,)","(-150.0,,)",UCF_245,UCERF3,,,,,,,,"(13.0,,)",Death Valley (Black Mtns Frontal),"(2.72,1.67,3.84)",,,,Normal,,"(0.0,,)",
,,"(90,,)","(180.0,,)",UCF_246,UCERF3,,,,,,,,"(13.0,,)",Death Valley (So),"(1.64,0.9,2.68)",,,,,,"(0.0,,)",
,,"(61,,)","(180.0,,)",UCF_247,UCERF3,NE,,,,,,,"(14.6999998092651,,)",San Gabriel,"(0.56,0.32,2.0)",,,,Dextral-Reverse,,"(0.0,,)",
,,"(61,,)","(90.0,,)",UCF_248,UCERF3,N,,,,,,,"(14.6999998092651,,)",San Gabriel (Extension),"(0.5,0.01,1.89)",,,,Dextral,,"(0.0,,)",
,,"(90,,)","(180.0,,)",UCF_249,UCERF3,,,,,,,,"(18.7999992370605,,)",Earthquake Valley,"(1.32,0.09,2.3)",,,,Dextral,,"(0.0,,)",
,,"(65,,)","(180.0,,)",UCF_250,UCERF3,N,,,,,,,"(17.7000007629394,,)",Mission Creek,"(0.68,0.21,1.12)",,,,Dextral,,"(0.0,,)",
,,"(75,,)","(60.0,,)",UCF_253,UCERF3,SE,,,,,,,"(14.6000003814697,,)",White Wolf,"(0.63,0.2,1.45)",,,,Sinistral-Reverse,,"(0.0,,)",
,,"(75,,)","(60.0,,)",UCF_254,UCERF3,NE,,,,,,,"(14.6000003814697,,)",White Wolf (Extension),"(0.36,0.01,1.49)",,,,Sinistral-Reverse,,"(0.0,,)",
,,"(90,,)","(180.0,,)",UCF_255,UCERF3,,,,,,,,"(18.7999992370605,,)",Earthquake Valley (No  Extension),"(1.19,0.09,2.26)",,,,Dextral,,"(0.0,,)",
,,"(90,,)","(180.0,,)",UCF_256,UCERF3,,,,,,,,"(18.7999992370605,,)",Earthquake Valley (So Extension),"(1.28,0.28,2.34)",,,,Dextral,,"(0.0,,)",
,,"(90,,)","(180.0,,)",UCF_282,UCERF3,,,,,,,,"(12.8000001907348,,)",San Andreas (San Bernardino N),"(16.98,9.23,24.59)",,,,Dextral,,"(0.0,,)",
,,"(90,,)","(180.0,,)",UCF_283,UCERF3,,,,,,,,"(12.8000001907348,,)",San Andreas (San Bernardino S),"(12.28,9.19,15.2)",,,,Dextral,,"(0.0,,)",
,,"(58,,)","(180.0,,)",UCF_284,UCERF3,N,,,,,,,"(12.8000001907348,,)",San Andreas (San Gorgonio Pass-Garnet HIll),"(10.87,7.94,16.73)",,,,Dextral-Reverse,,"(0.0,,)",
,,"(90,,)","(180.0,,)",UCF_285,UCERF3,,,,,,,,"(12.0,,)",San Andreas (Cholame) rev,"(23.0,15.84,31.64)",,,,,,"(0.0,,)",
,,"(90,,)","(180.0,,)",UCF_286,UCERF3,,,,,,,,"(15.1000003814697,,)",San Andreas (Mojave N),"(25.33,15.11,36.08)",,,,Dextral,,"(0.0,,)",
,,"(90,,)","(180.0,,)",UCF_287,UCERF3,,,,,,,,"(15.1000003814697,,)",San Andreas (Big Bend),"(23.09,13.86,32.43)",,,,Dextral,,"(0.0,,)",
,,"(90,,)","(180.0,,)",UCF_289,UCERF3,,,,,,,,"(16.1000003814697,,)",San Jacinto (San Jacinto Valley) rev,"(9.5,4.4,12.97)",,,,Dextral,,"(0.0,,)",
,,"(90,,)","(180.0,,)",UCF_292,UCERF3,,,,,,,,"(16.7999992370605,,)",San Jacinto (Clark) rev,"(4.04,1.51,6.63)",,,,Dextral,,"(0.0,,)",
,,"(90,,)","(180.0,,)",UCF_293,UCERF3,,,,,,,,"(16.7999992370605,,)",San Jacinto (Anza) rev,"(10.93,5.09,14.12)",,,,Dextral,,"(0.0,,)",
,,"(76,,)","(180.0,,)",UCF_294,UCERF3,S,,,,,,,"(18.2000007629394,,)",San Andreas (North Branch Mill Creek),"(1.85,1.37,2.68)",,,,Dextral,,"(0.0,,)",
,,"(90,,)","(180.0,,)",UCF_295,UCERF3,,,,,,,,"(11.1000003814697,,)",San Andreas (Coachella) rev,"(15.56,11.49,19.47)",,,,Dextral,,"(0.0,,)",
,,"(90,,)","(180.0,,)",UCF_296,UCERF3,,,,,,,,"(13.1999998092651,,)",Elsinore (Glen Ivy) rev,"(6.23,3.53,9.12)",,,,Dextral,,"(0.0,,)",
,,"(90,,)","(180.0,,)",UCF_299,UCERF3,,,,,,,,"(14.1999998092651,,)",Elsinore (Temecula) rev,"(2.96,1.59,4.08)",,,,Dextral,,"(0.0,,)",
,,"(90,,)","(180.0,,)",UCF_300,UCERF3,,,,,,,,"(15.1000003814697,,)",San Andreas (Carrizo) rev,"(25.55,16.38,33.66)",,,,Dextral,,"(0.0,,)",
,,"(90,,)","(180.0,,)",UCF_301,UCERF3,,,,,,,,"(13.1000003814697,,)",San Andreas (Mojave S),"(24.85,16.0,33.91)",,,,Dextral,,"(0.0,,)",
,,"(50,,)","(-90.0,,)",UCF_321,UCERF3,E,,,,,,,"(13.0,,)",West Tahoe,"(0.79,0.5,2.64)",,,,Normal,,"(0.0,,)",
,,"(90,,)","(0.0,,)",UCF_341,UCERF3,,,,,,,,"(11.5,,)",Garlock (Central),"(4.6,1.97,6.5)",,,,Sinistral,,"(0.0,,)",
,,"(20,,)","(90.0,,)",UCF_381,UCERF3,W,,,,,,,"(14.0,,)",Great Valley 04b Gordon Valley,"(0.94,0.4,1.35)",,,,Reverse,,"(9.0,,)",
,,"(30,,)","(90.0,,)",UCF_382,UCERF3,W,,,,,,,"(16.0,,)",Great Valley 06 Midland alt2,"(0.29,0.06,0.48)",,,,Reverse,,"(2.0,,)",
,,"(20,,)","(90.0,,)",UCF_383,UCERF3,E,,,,,,,"(6.0,,)",Great Valley 03a Dunnigan Hills,"(0.35,0.16,0.64)",,,,Reverse,,"(3.0,,)",
,,"(90,,)","(nan,,)",UCF_401,UCERF3,,,,,,,,"(16.4500007629394,,)",San Jacinto (Stepovers Combined),"(9.96,4.17,13.19)",,,,,,"(0.0,,)",
,,"(90,,)","(nan,,)",UCF_402,UCERF3,,,,,,,,"(13.6999998092651,,)",Elsinore (Stepovers Combined),"(2.9,1.4,4.28)",,,,,,"(0.0,,)",
,,"(60,,)","(-90.0,,)",UCF_541,UCERF3,E,,,,,,,"(14.6000003814697,,)",Breckenridge 2011,"(0.11,0.06,0.15)",,,,Normal,,"(0.0,,)",
,,"(60,,)","(-90.0,,)",UCF_542,UCERF3,E,,,,,,,"(14.6000003814697,,)",Kern Canyon (Lake Isabella) 2011,"(0.2,0.17,0.26)",,,,Normal,,"(0.0,,)",
,,"(60,,)","(-90.0,,)",UCF_543,UCERF3,E,,,,,,,"(14.6000003814697,,)",Kern Canyon (South Kern) 2011,"(0.23,0.18,0.28)",,,,Normal,,"(0.0,,)",
,,"(60,,)","(-90.0,,)",UCF_544,UCERF3,E,,,,,,,"(14.6000003814697,,)",Kern Canyon (North Kern) 2011,"(0.19,0.16,0.27)",,,,Normal,,"(0.0,,)",
,,"(81,,)","(nan,,)",UCF_545,UCERF3,,,,,,,,"(15.0,,)",Polaris 2011 CFM,"(0.56,0.28,2.74)",,,,,,"(0.0,,)",
,,"(35,,)","(90.0,,)",UCF_546,UCERF3,NE,,,,,,,"(13.0,,)",Mad River - Trinidad fault zone (alt2),"(2.82,0.67,5.34)",,,,Reverse,,"(0.0,,)",
,,"(90,,)","(180.0,,)",UCF_547,UCERF3,,,,,,,,"(12.0,,)",Shoreline,"(0.16,0.07,0.42)",,,,Dextral,,"(0.0,,)",
,,"(70,,)","(135.0,,)",UCF_561,UCERF3,SE,,,,,,,"(12.0,,)",Butano 2011 CFM,"(0.71,0.01,2.49)",,,,Reverse-Dextral,,"(0.0,,)",
,,"(90,,)","(180.0,,)",UCF_581,UCERF3,,,,,,,,"(10.0,,)",Bennett Valley 2011 CFM,"(1.03,0.01,4.12)",,,,Dextral,,"(0.0,,)",
,,"(90,,)","(180.0,,)",UCF_582,UCERF3,,,,,,,,"(10.0,,)",Collayami 2011 CFM,"(0.54,0.33,0.98)",,,,Dextral,,"(0.0,,)",
,,"(80,,)","(180.0,,)",UCF_601,UCERF3,,,,,,,,"(14.0,,)",Calaveras (No) 2011 CFM,"(4.78,3.17,6.28)",,,,Dextral,,"(0.0,,)",
,,"(77,,)","(180.0,,)",UCF_602,UCERF3,,,,,,,,"(11.0,,)",Calaveras (Central) 2011 CFM,"(10.22,5.56,15.18)",,,,Dextral,,"(0.0,,)",
,,"(85,,)","(180.0,,)",UCF_603,UCERF3,,,,,,,,"(9.5,,)",Calaveras (So) 2011 CFM,"(11.64,7.74,14.81)",,,,Dextral,,"(0.0,,)",
,,"(90,,)","(180.0,,)",UCF_605,UCERF3,,,,,,,,"(5.09999990463256,,)",Mission (connected) 2011 CFM,"(0.78,0.01,1.98)",,,,Dextral,,"(0.0,,)",
,,"(77,,)","(180.0,,)",UCF_621,UCERF3,E,,,,,,,"(13.0,,)",Calaveras (So) - Paicines extension 2011 CFM,"(7.13,5.09,11.48)",,,,Dextral,,"(0.0,,)",
,,"(90,,)","(180.0,,)",UCF_622,UCERF3,,,,,,,,"(15.0,,)",Concord 2011 CFM,"(3.37,2.22,4.3)",,,,Dextral,,"(0.0,,)",
,,"(84,,)","(180.0,,)",UCF_623,UCERF3,V,,,,,,,"(14.0,,)",Green Valley 2011 CFM,"(3.84,1.8,5.45)",,,,Dextral,,"(0.0,,)",
,,"(90,,)","(180.0,,)",UCF_624,UCERF3,,,,,,,,"(12.8999996185302,,)",Contra Costa (Briones) 2011 CFM,"(0.42,0.01,1.41)",,,,Dextral,,"(0.0,,)",
,,"(90,,)","(180.0,,)",UCF_625,UCERF3,,,,,,,,"(12.5,,)",Contra Costa (Dillon Point) 2011 CFM,"(0.7,0.01,2.42)",,,,Dextral,,"(0.0,,)",
,,"(90,,)","(180.0,,)",UCF_626,UCERF3,,,,,,,,"(14.6000003814697,,)",Contra Costa (Lafayette) 2011 CFM,"(0.78,0.01,3.01)",,,,Dextral,,"(0.0,,)",
,,"(90,,)","(180.0,,)",UCF_627,UCERF3,,,,,,,,"(11.1000003814697,,)",Contra Costa (Lake Chabot) 2011 CFM,"(0.69,0.01,4.98)",,,,Dextral,,"(0.0,,)",
,,"(90,,)","(180.0,,)",UCF_628,UCERF3,,,,,,,,"(15.0,,)",Contra Costa (Larkey) 2011 CFM,"(0.76,0.01,5.4)",,,,Dextral,,"(0.0,,)",
,,"(90,,)","(180.0,,)",UCF_629,UCERF3,,,,,,,,"(13.1999998092651,,)",Contra Costa (Ozal - Columbus) 2011 CFM,"(0.4,0.01,1.3)",,,,Dextral,,"(0.0,,)",
,,"(90,,)","(180.0,,)",UCF_630,UCERF3,,,,,,,,"(14.6999998092651,,)",Contra Costa (Reliez Valley) 2011 CFM,"(0.2,0.01,0.62)",,,,Dextral,,"(0.0,,)",
,,"(80,,)","(180.0,,)",UCF_631,UCERF3,,,,,,,,"(14.0,,)",Contra Costa (Southampton) 2011 CFM,"(0.06,0.01,0.15)",,,,Dextral,,"(0.0,,)",
,,"(77,,)","(180.0,,)",UCF_632,UCERF3,,,,,,,,"(11.0,,)",Contra Costa (Vallejo) 2011 CFM,"(0.63,0.01,2.39)",,,,Dextral,,"(0.0,,)",
,,"(81,,)","(180.0,,)",UCF_633,UCERF3,,,,,,,,"(12.8999996185302,,)",Contra Costa Shear Zone (connector) 2011 CFM,"(0.85,0.01,3.04)",,,,Dextral,,"(0.0,,)",
,,"(90,,)","(180.0,,)",UCF_634,UCERF3,,,,,,,,"(13.1999998092651,,)",Franklin 2011 CFM,"(1.13,0.01,4.67)",,,,Dextral,,"(0.0,,)",
,,"(87,,)","(180.0,,)",UCF_635,UCERF3,,,,,,,,"(10.6000003814697,,)",Greenville (So) 2011 CFM,"(1.83,0.11,2.97)",,,,Dextral,,"(0.0,,)",
,,"(84,,)","(180.0,,)",UCF_636,UCERF3,,,,,,,,"(14.8999996185302,,)",Greenville (No) 2011 CFM,"(2.59,0.88,3.43)",,,,Dextral,,"(0.0,,)",
,,"(48,,)","(nan,,)",UCF_637,UCERF3,E,,,,,,,"(5.09999990463256,,)",Hayward (So) extension 2011 CFM,"(4.29,0.31,9.61)",,,,,,"(0.0,,)",
,,"(76,,)","(180.0,,)",UCF_638,UCERF3,,,,,,,,"(13.3999996185302,,)",Hayward (So) 2011 CFM,"(9.83,7.72,11.83)",,,,Dextral,,"(0.0,,)",
,,"(82,,)","(180.0,,)",UCF_639,UCERF3,,,,,,,,"(11.1000003814697,,)",Hayward (No) 2011 CFM,"(8.29,6.52,9.77)",,,,Dextral,,"(0.0,,)",
,,"(90,,)","(180.0,,)",UCF_640,UCERF3,,,,,,,,"(10.6000003814697,,)",Hunting Creek - Berryessa 2011 CFM,"(4.29,2.32,7.27)",,,,Dextral,,"(0.0,,)",
,,"(51,,)","(135.0,,)",UCF_641,UCERF3,SW,,,,,,,"(13.8999996185302,,)",La Panza 2011,"(0.1,0.0,0.27)",,,,Reverse-Dextral,,"(0.0,,)",
,,"(90,,)","(45.0,,)",UCF_642,UCERF3,,,,,,,,"(15.0,,)",Las Positas,"(0.37,0.31,0.67)",,,,Sinistral-Reverse,,"(0.0,,)",
,,"(39,,)","(90.0,,)",UCF_643,UCERF3,E,,,,,,,"(14.0,,)",Los Medanos - Roe Island,"(0.18,0.01,0.83)",,,,Reverse,,"(0.0,,)",
,,"(63,,)","(180.0,,)",UCF_644,UCERF3,E,,,,,,,"(10.8999996185302,,)",Maacama 2011 CFM,"(7.91,5.91,11.05)",,,,Dextral,,"(0.0,,)",
,,"(47,,)","(90.0,,)",UCF_645,UCERF3,W,,,,,,,"(15.0,,)",Great Valley 06 (Midland) 2011 CFM alt1,"(0.31,0.11,0.45)",,,,Reverse,,"(1.0,,)",
,,"(61,,)","(90.0,,)",UCF_646,UCERF3,W,,,,,,,"(14.1999998092651,,)",Monte Vista - Shannon 2011 CFM,"(0.78,0.47,1.63)",,,,Reverse,,"(0.0,,)",
,,"(81,,)","(180.0,,)",UCF_647,UCERF3,W,,,,,,,"(9.5,,)",Pilarcitos 2011 CFM,"(0.65,0.01,2.75)",,,,Dextral,,"(0.0,,)",
,,"(85,,)","(180.0,,)",UCF_648,UCERF3,,,,,,,,"(10.1000003814697,,)",Quien Sabe 2011 CFM,"(0.91,0.29,2.78)",,,,Dextral,,"(0.0,,)",
,,"(58,,)","(180.0,,)",UCF_649,UCERF3,W,,,,,,,"(10.8999996185302,,)",Reliz 2011 CFM,"(0.28,0.02,0.46)",,,,Dextral,,"(0.0,,)",
,,"(82,,)","(180.0,,)",UCF_650,UCERF3,W,,,,,,,"(8.5,,)",Rinconada 2011 CFM,"(0.36,0.19,0.48)",,,,Dextral,,"(0.0,,)",
,,"(77,,)","(180.0,,)",UCF_651,UCERF3,,,,,,,,"(12.0,,)",Rodgers Creek - Healdsburg 2011 CFM,"(5.72,3.11,7.48)",,,,Dextral,,"(0.0,,)",
,,"(90,,)","(180.0,,)",UCF_653,UCERF3,,,,,,,,"(11.0,,)",San Andreas (Offshore) 2011 CFM,"(16.96,7.16,24.42)",,,,Dextral,,"(0.0,,)",
,,"(90,,)","(180.0,,)",UCF_654,UCERF3,,,,,,,,"(11.0,,)",San Andreas (North Coast) 2011 CFM,"(17.96,13.2,22.88)",,,,Dextral,,"(0.0,,)",
,,"(90,,)","(180.0,,)",UCF_655,UCERF3,,,,,,,,"(13.0,,)",San Andreas (Peninsula) 2011 CFM,"(15.15,10.49,19.18)",,,,Dextral,,"(0.0,,)",
,,"(79,,)","(180.0,,)",UCF_657,UCERF3,,,,,,,,"(15.0,,)",San Andreas (Santa Cruz Mts) 2011 CFM,"(18.59,12.72,23.11)",,,,Dextral,,"(0.0,,)",
,,"(90,,)","(180.0,,)",UCF_658,UCERF3,,,,,,,,"(12.0,,)",San Andreas (Creeping Section) 2011 CFM,"(18.66,11.34,26.61)",,,,Dextral,,"(0.0,,)",
,,"(90,,)","(180.0,,)",UCF_660,UCERF3,,,,,,,,"(11.6000003814697,,)",San Gregorio (North) 2011 CFM,"(4.59,1.82,7.05)",,,,Dextral,,"(0.0,,)",
,,"(75,,)","(180.0,,)",UCF_661,UCERF3,,,,,,,,"(11.6000003814697,,)",San Gregorio (South) 2011 CFM,"(2.08,1.05,3.2)",,,,Dextral,,"(0.0,,)",
,,"(90,,)","(180.0,,)",UCF_662,UCERF3,,,,,,,,"(12.0,,)",Sargent 2011 CFM,"(1.7,0.1,3.23)",,,,Dextral,,"(0.0,,)",
,,"(75,,)","(180.0,,)",UCF_664,UCERF3,E,,,,,,,"(11.1000003814697,,)",Silver Creek 2011 CFM,"(0.11,0.05,0.2)",,,,Dextral,,"(0.0,,)",
,,"(75,,)","(180.0,,)",UCF_665,UCERF3,,,,,,,,"(13.1999998092651,,)",West Napa 2011 CFM,"(1.31,0.81,4.36)",,,,Dextral,,"(0.0,,)",
,,"(53,,)","(90.0,,)",UCF_666,UCERF3,NE,,,,,,,"(9.0,,)",Point Reyes 2011 CFM,"(0.11,0.07,0.2)",,,,Reverse,,"(0.0,,)",
,,"(90,,)","(-135.0,,)",UCF_667,UCERF3,W,,,,,,,"(10.0,,)",Almanor 2011 CFM,"(1.53,0.66,2.22)",,,,Normal-Dextral,,"(0.0,,)",
,,"(90,,)","(180.0,,)",UCF_668,UCERF3,,,,,,,,"(14.5,,)",Bartlett Springs 2011 CFM,"(4.81,2.85,7.79)",,,,Dextral,,"(0.0,,)",
,,"(74,,)","(90.0,,)",UCF_669,UCERF3,N,,,,,,,"(19.7000007629394,,)",Battle Creek 2011 CFM,"(0.34,0.03,3.75)",,,,Reverse,,"(0.0,,)",
,,"(75,,)","(90.0,,)",UCF_670,UCERF3,S,,,,,,,"(12.0,,)",Casmalia 2011 CFM,"(0.26,0.21,0.37)",,,,Reverse,,"(0.0,,)",
,,"(90,,)","(180.0,,)",UCF_671,UCERF3,,,,,,,,"(15.0,,)",East Huasna 2011 CFM,"(0.12,0.0,0.54)",,,,Dextral-Reverse,,"(0.0,,)",
,,"(90,,)","(180.0,,)",UCF_672,UCERF3,,,,,,,,"(15.0,,)",Eaton Roughs 2011 CFM,"(2.65,0.34,5.55)",,,,Dextral-Reverse,,"(0.0,,)",
,,"(90,,)","(180.0,,)",UCF_677,UCERF3,,,,,,,,"(12.0,,)",Hunting Creek - Bartlett Springs connector 2011,"(5.21,3.32,8.58)",,,,Dextral,,"(0.0,,)",
,,"(50,,)","(-90.0,,)",UCF_678,UCERF3,E,,,,,,,"(11.3999996185302,,)",Incline Village 2011 CFM,"(0.27,0.22,0.33)",,,,Normal,,"(0.0,,)",
,,"(90,,)","(-135.0,,)",UCF_679,UCERF3,,,,,,,,"(10.0,,)",Keddie Ridge 2011 CFM,"(0.58,0.01,2.34)",,,,Normal-Dextral,,"(0.0,,)",
,,"(29,,)","(90.0,,)",UCF_680,UCERF3,N,,,,,,,"(6.5,,)",King Range 2011 CFM,"(0.38,0.0,1.52)",,,,Reverse-Dextral,,"(0.0,,)",
,,"(75,,)","(90.0,,)",UCF_681,UCERF3,N,,,,,,,"(12.0,,)",Lions Head 2011 CFM,"(0.03,0.0,0.05)",,,,Reverse,,"(0.0,,)",
,,"(30,,)","(90.0,,)",UCF_683,UCERF3,SE,,,,,,,"(12.0,,)",Los Alamos 2011 CFM,"(0.49,0.28,1.0)",,,,Reverse,,"(0.0,,)",
,,"(90,,)","(180.0,,)",UCF_686,UCERF3,,,,,,,,"(14.6999998092651,,)",Mohawk Valley 2011 CFM,"(0.62,0.33,2.66)",,,,Dextral,,"(0.0,,)",
,,"(50,,)","(-90.0,,)",UCF_687,UCERF3,E,,,,,,,"(13.0,,)",North Tahoe 2011 CFM,"(0.55,0.41,1.03)",,,,Normal,,"(0.0,,)",
,,"(60,,)","(-90.0,,)",UCF_688,UCERF3,W,,,,,,,"(8.89999961853027,,)",Pittville 2011 CFM,"(0.35,0.31,0.38)",,,,Normal,,"(0.0,,)",
,,"(60,,)","(-90.0,,)",UCF_689,UCERF3,E,,,,,,,"(9.0,,)",Rocky Ledge 2011 CFM,"(0.32,0.07,0.96)",,,,Normal,,"(0.0,,)",
